VGS_H	VGS_L	VDS_H	VDS_L	ID_H	ID_L	L_d_int	L_s_int	L_g_int	L_d_pin	L_s_pin	L_g_pin	L_dH_ext	L_sH_ext	L_gH_ext	L_dL_ext	L_sL_ext	L_gL_ext	L_Hwire	L_Lwire
2,782503700	1,077178400	34,691229000	36,231960000	2,346566100	1,743335600	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	6,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	2,50e-09
2,308859600	1,180924700	36,646393000	34,271394000	2,331125300	2,161060000	5,43e-10	3,00e-09	9,86e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,20e-08	1,00e-09	2,50e-09
2,714442300	1,173928000	35,045090000	35,279673000	2,408381700	1,973401600	9,86e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	2,50e-09
2,616750300	1,257286000	17,879527000	29,571413000	1,575771000	2,161364400	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,804045000	1,003312800	34,747406000	36,692415000	2,284526300	1,676475800	9,86e-10	3,00e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	5,43e-09	5,43e-09	1,00e-09	1,00e-09	2,31e-08
2,801643600	1,007820700	35,023106000	36,509815000	2,292097600	1,688478400	9,86e-10	3,00e-09	9,86e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	6,00e-09	5,43e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08
2,627809700	1,254006900	17,428863000	29,647048000	1,604331900	2,226771800	5,43e-10	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,736553500	1,075288900	36,654384000	36,409076000	2,386690600	1,682781600	9,86e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	2,50e-09
2,616758400	1,268670600	16,720491000	29,610472000	1,611453300	2,192016700	5,43e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,20e-08	1,00e-09	6,00e-09	1,20e-08	1,00e-09	2,50e-09
2,653784500	1,364067900	14,884755000	29,444599000	1,622268900	2,533604500	3,20e-09	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	9,86e-09	6,00e-09	9,86e-09	6,00e-09	1,87e-08	5,43e-09	1,87e-08
2,444119000	1,413683500	13,961258000	28,509566000	1,524381900	2,512441500	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	5,43e-09	5,43e-09	1,00e-09	1,20e-08	9,86e-09	6,00e-09	1,20e-08	5,43e-09	2,50e-09
2,452090400	1,179117000	36,256795000	33,915716000	2,568417300	2,293775600	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	6,00e-09	1,87e-08	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,589736400	1,290810800	17,072989000	29,458323000	1,598818900	2,103738800	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	2,50e-09
2,602632900	1,326185200	16,087029000	29,238159000	1,644264600	2,057054400	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	2,31e-08	2,50e-09
2,068353600	1,642669000	13,667063000	29,143914000	1,391590400	2,414712300	3,80e-10	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	5,43e-09	1,43e-08	2,50e-09
2,311979900	1,482967800	14,522537000	27,919654000	1,506987300	2,515972800	9,86e-10	5,43e-09	2,76e-08	5,43e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,20e-08	1,00e-09	6,00e-09	1,00e-09	1,43e-08	1,00e-09
2,623469700	1,259814600	17,595593000	29,471106000	1,574948100	2,150571500	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	2,50e-09
2,623278800	1,264668100	18,241329000	29,472105000	1,618348600	2,098908300	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,768223600	1,130868800	35,943446000	36,633859000	2,396113900	1,694294600	9,86e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,87e-08
2,620688300	1,128543700	36,120975000	34,478898000	2,687720700	2,339830900	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	6,00e-09	1,87e-08	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,768018700	1,093130900	34,667859000	36,425613000	2,348132900	1,770550700	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	9,86e-09	1,20e-08	1,00e-09	1,43e-08	1,87e-08	1,00e-09	2,50e-09
2,284392100	1,455675100	14,212567000	28,000097000	1,505998500	2,513573800	3,20e-09	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	9,86e-09	6,00e-09	9,86e-09	6,00e-09	1,87e-08	2,31e-08	2,50e-09
2,637615900	1,257355100	17,249695000	29,605169000	1,609228200	2,225189200	9,86e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	2,50e-09
2,724893500	1,094892200	36,302451000	36,160745000	2,382637400	1,720312500	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08
2,609225600	1,298363400	17,619035000	29,431187000	1,670476400	2,044032700	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	2,50e-09
2,360416600	1,496277800	13,577713000	29,838640000	1,441407300	2,446728900	3,80e-10	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	5,43e-09	1,00e-09	2,50e-09
2,749415800	1,174098700	34,961986000	36,233383000	2,390666000	1,843486300	9,86e-10	3,00e-09	9,86e-09	5,43e-09	1,00e-09	1,00e-09	5,43e-09	1,00e-09	6,00e-09	9,86e-09	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,765816400	1,105889000	36,077480000	36,643949000	2,389148300	1,679260900	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,87e-08
2,262982700	1,697215900	13,842432000	26,499272000	1,547833000	2,559140100	9,86e-10	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,20e-08	5,43e-09	1,00e-09	1,20e-08	9,86e-09	6,00e-09	1,20e-08	5,43e-09	2,50e-09
2,618888100	1,263621900	17,841288000	29,520584000	1,574237900	2,170442200	9,86e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	2,50e-09
2,732642300	1,074080700	36,573787000	36,354187000	2,385885400	1,690254900	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	2,50e-09
2,652111000	1,366378700	14,893435000	29,419189000	1,623389200	2,534686900	3,20e-09	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	9,86e-09	6,00e-09	9,86e-09	6,00e-09	1,87e-08	5,43e-09	2,50e-09
1,969087000	1,677567800	13,868218000	26,185090000	1,601966800	2,590904300	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	2,50e-09
2,247174300	1,581524000	14,008070000	29,640042000	1,406352900	2,414517800	5,43e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,87e-08	3,20e-08	2,50e-09
2,762446300	1,142707400	34,624063000	36,116861000	2,380068700	1,833162800	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,20e-08	1,00e-09	6,00e-09	1,20e-08	1,00e-09	2,50e-09
2,601869400	1,302608900	16,624511000	29,353435000	1,607328000	2,087725300	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	1,87e-08
2,803781900	1,006189500	34,740614000	36,688463000	2,285203600	1,677168600	9,86e-10	3,00e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	5,43e-09	5,43e-09	1,20e-08	1,00e-09	1,87e-08
2,680067700	1,351273500	14,708444000	29,580880000	1,631214700	2,539167200	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,87e-08	5,43e-09	1,87e-08	1,00e-09	2,50e-09
2,604016600	1,300328900	16,619478000	29,332179000	1,604545900	2,090734500	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,87e-08
2,754930900	1,215101400	34,567540000	36,224670000	2,408856200	1,882551400	5,43e-10	3,00e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	9,86e-09	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,366181900	1,488823800	13,620687000	30,044300000	1,442587700	2,444245400	3,80e-10	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	5,43e-09	1,00e-09	3,20e-08
2,619513100	1,256366200	17,755423000	29,528375000	1,577729500	2,150337300	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	2,50e-09
1,956492500	2,373607600	14,656818000	25,405933000	1,985153700	2,853908200	9,86e-10	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,20e-08	5,43e-09	1,00e-09	1,20e-08	9,86e-09	6,00e-09	1,87e-08	2,76e-08	1,43e-08
2,299638500	1,189705900	36,438058000	34,835031000	2,309152500	2,152206700	5,43e-10	3,00e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,20e-08	1,00e-09	1,87e-08
2,663362800	1,342890500	15,379967000	29,047987000	1,771327000	2,003258000	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	2,76e-08	5,43e-09	1,00e-09	2,31e-08	1,00e-09	1,00e-09	1,20e-08	1,00e-09	2,50e-09
2,631321500	1,257900700	17,415219000	29,624173000	1,615349500	2,237979000	9,86e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,87e-08
2,206773900	1,481922300	13,829678000	27,700903000	1,496507700	2,516317600	9,86e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	9,86e-09	1,87e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	2,50e-09
2,597064800	1,377233400	14,284821000	29,198179000	1,583850900	2,523036500	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	9,86e-09	6,00e-09	1,20e-08	5,43e-09	2,50e-09
2,529553500	1,386641000	14,210782000	28,743341000	1,573571600	2,534306200	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	5,43e-09	5,43e-09	1,00e-09	1,20e-08	9,86e-09	5,43e-09	1,87e-08	1,00e-09	2,50e-09
2,665778600	1,355217600	14,800292000	29,685525000	1,656776000	2,552367400	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,20e-08	9,86e-09	1,43e-08	1,87e-08	1,00e-09	1,43e-08
2,597325700	1,296699300	16,745510000	29,397397000	1,611305800	2,086851700	5,43e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	2,50e-09
2,379782000	1,142437900	36,677416000	33,327229000	2,778101400	2,468739000	5,43e-10	3,00e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,20e-08	1,00e-09	2,50e-09
2,596129100	1,370140600	15,145853000	28,944991000	1,600982400	2,534600300	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,87e-08	5,43e-09	2,50e-09
2,752380700	1,209354600	34,597035000	36,329685000	2,428578400	1,908091700	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	1,20e-08	1,87e-08	5,43e-09	1,20e-08	5,43e-09	2,50e-09
2,679954400	1,346496200	15,510120000	29,281703000	1,640910300	2,545482600	9,86e-10	5,43e-09	2,76e-08	5,43e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,87e-08
2,376398100	1,158836500	36,699065000	33,347654000	2,783379100	2,475611700	5,43e-10	3,00e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,87e-08	1,00e-09	1,87e-08
2,724936100	1,085304900	36,470601000	36,262907000	2,397293700	1,713711300	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	2,50e-09
2,750481900	1,161308100	34,961526000	36,203419000	2,393335800	1,849068500	5,43e-10	3,00e-09	9,86e-09	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,20e-08	9,86e-09	6,00e-09	1,20e-08	5,43e-09	2,50e-09
2,597114800	1,296275900	16,726389000	29,368709000	1,601391200	2,094698800	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	2,50e-09
2,382563800	1,193406900	36,655968000	33,305156000	2,772959700	2,462692400	5,43e-10	3,00e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	2,50e-09
2,564787900	1,379449800	14,207698000	29,086795000	1,566869700	2,517403400	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,20e-08	9,86e-09	6,00e-09	1,87e-08	1,00e-09	2,50e-09
2,713689600	1,143496800	35,854355000	35,767497000	2,397144400	1,785252400	5,43e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	2,50e-09
2,068236400	1,637811500	13,693886000	29,300462000	1,392982400	2,414408600	3,80e-10	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	1,87e-08	1,43e-08	2,50e-09
2,714726100	1,166548700	35,022311000	35,250797000	2,406571300	1,970449700	9,86e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	5,43e-09	1,43e-08	2,50e-09
2,474521900	1,406221800	14,143749000	28,889504000	1,552653700	2,517724200	9,86e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	9,86e-09	1,87e-08	9,86e-09	6,00e-09	1,87e-08	1,00e-09	2,50e-09
2,232854300	1,466636800	14,097259000	27,577742000	1,496318000	2,518420600	3,20e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	9,86e-09	6,00e-09	9,86e-09	6,00e-09	1,87e-08	2,31e-08	2,50e-09
2,585147100	1,306447900	16,609733000	29,355435000	1,609305900	2,084563700	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	6,00e-09	1,20e-08	1,43e-08	2,50e-09
2,315100000	1,210254600	36,597807000	34,269446000	2,322598700	2,150978500	5,43e-10	3,00e-09	9,86e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	2,50e-09
2,597370400	1,310293800	16,279024000	29,518623000	1,623167900	2,154338000	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	9,86e-09	1,20e-08	1,00e-09	1,00e-09	1,87e-08	1,43e-08	2,50e-09
2,115842300	1,519113000	14,457405000	27,105140000	1,505169500	2,531821400	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,20e-08	9,86e-09	6,00e-09	1,87e-08	2,31e-08	2,50e-09
2,760583600	1,135257100	34,622716000	36,681766000	2,508184600	2,022480600	5,43e-10	3,00e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	5,43e-09	5,43e-09	1,20e-08	1,00e-09	2,50e-09
2,728986600	1,097710500	36,289156000	36,159508000	2,382059400	1,718073800	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	2,50e-09
2,304638000	1,182743700	36,664109000	34,267881000	2,337032600	2,168087300	5,43e-10	3,00e-09	9,86e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,20e-08	1,00e-09	1,87e-08
2,775919400	1,061557700	34,679802000	36,478802000	2,326487200	1,738275200	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	1,87e-08	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,714361100	1,172596900	35,090807000	35,314589000	2,444536500	1,964991500	5,43e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	5,43e-09	1,43e-08	2,50e-09
2,114802700	1,528454700	14,051638000	27,202666000	1,500588600	2,526828100	3,20e-09	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	9,86e-09	6,00e-09	9,86e-09	6,00e-09	1,87e-08	3,20e-08	2,50e-09
2,744624600	1,190875000	35,021515000	36,313450000	2,408837600	1,868738300	9,86e-10	3,00e-09	8,76e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	5,43e-09	5,43e-09	1,20e-08	1,43e-08	2,50e-09
2,616737900	1,259515400	17,867445000	29,570330000	1,574257400	2,160703300	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	2,50e-09
2,566104100	1,375902400	14,319505000	28,998286000	1,603220400	2,543090400	5,43e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,20e-08	9,86e-09	6,00e-09	1,87e-08	1,00e-09	2,50e-09
2,818260600	1,040061700	36,339036000	35,741157000	2,661017700	2,266655000	9,86e-10	3,00e-09	8,76e-09	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,20e-08	1,00e-09	1,87e-08
2,198956500	1,759512000	13,835308000	26,291266000	1,579596200	2,580435500	9,86e-10	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,20e-08	5,43e-09	1,00e-09	6,00e-09	9,86e-09	6,00e-09	1,20e-08	1,43e-08	2,50e-09
2,628820900	1,250475400	18,075456000	29,455637000	1,633160800	2,080357600	5,43e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,755215300	1,148375200	36,902968000	35,904911000	2,420865900	1,761076800	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	2,50e-09
2,604642200	1,269057400	17,605128000	29,535657000	1,579470900	2,142153900	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	5,43e-09	1,87e-08
2,172041200	1,586242900	14,016718000	28,945693000	1,391326100	2,417078400	5,43e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	5,43e-09	5,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,87e-08	3,20e-08	2,50e-09
2,787808600	1,025541600	34,726632000	36,522055000	2,299701300	1,694907100	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,722132600	1,089592600	36,462612000	36,251208000	2,397159300	1,714832900	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,87e-08
2,549853200	1,575973300	13,627072000	30,181684000	1,418973700	2,424834800	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	2,31e-08	5,43e-09	9,86e-09	6,00e-09	1,87e-08	1,00e-09	1,87e-08	1,43e-08	2,50e-09
2,360130700	1,142988300	36,272722000	33,862003000	2,661439800	2,380817200	5,43e-10	3,00e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,20e-08	1,00e-09	1,43e-08
2,270187100	1,466652700	14,659688000	27,535204000	1,546770900	2,554268700	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,87e-08	2,31e-08	2,50e-09
2,732391000	1,077486500	36,665287000	36,430028000	2,394945700	1,687985700	5,43e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	2,50e-09
2,817741600	1,295390900	16,010383000	30,739268000	1,692191100	2,491246900	9,86e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,303576100	1,189585200	36,670835000	34,271360000	2,338193000	2,169566200	5,43e-10	3,00e-09	9,86e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	2,31e-08	1,00e-09	1,43e-08
2,598454200	1,300866800	16,720240000	29,368808000	1,600274900	2,093008300	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	5,43e-09	1,43e-08	2,50e-09
2,264159400	1,464808100	13,853210000	27,718859000	1,494913400	2,516358400	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	5,43e-09	5,43e-09	1,00e-09	1,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	2,50e-09
2,656128100	1,362099500	15,044605000	29,410079000	1,640979300	2,544881600	2,76e-09	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	9,86e-09	6,00e-09	9,86e-09	6,00e-09	1,87e-08	5,43e-09	1,87e-08
1,977865300	2,170138100	14,382165000	25,549556000	1,868683000	2,770389000	9,86e-10	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,20e-08	5,43e-09	1,00e-09	1,20e-08	9,86e-09	6,00e-09	1,87e-08	2,31e-08	2,50e-09
2,912862800	1,019083200	36,312543000	36,378956000	2,698507800	2,252224300	9,86e-10	3,00e-09	9,86e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,315122700	1,455376700	14,339072000	27,837127000	1,547322100	2,544639700	3,20e-09	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	5,43e-09	1,87e-08	2,31e-08	2,50e-09
2,598720000	1,281487700	17,346244000	29,444281000	1,579342000	2,125675100	9,86e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,43e-08	2,50e-09
2,337020500	1,438099200	14,289952000	28,222880000	1,515890700	2,511721800	3,20e-09	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	9,86e-09	1,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	2,50e-09
2,268315400	1,466280100	13,830119000	27,688851000	1,496070300	2,516360600	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	5,43e-09	5,43e-09	1,00e-09	1,20e-08	9,86e-09	6,00e-09	1,20e-08	1,43e-08	2,50e-09
2,709103300	1,107295400	35,346868000	35,441358000	2,381671400	1,871414100	9,86e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	2,50e-09
